Province,Latitude,Longitude
จังหวัดเลย,16.849,101.9985
จังหวัดเลย,16.8431,102.0013
จังหวัดเลย,16.8435,101.998
จังหวัดเลย,16.8402,101.9985
จังหวัดเลย,16.8386,101.9969
จังหวัดเลย,16.8397,101.9893
จังหวัดเลย,16.8424,101.9899
จังหวัดเลย,16.8422,101.9844
จังหวัดเลย,16.8388,101.9814
จังหวัดเลย,16.8433,101.9815
จังหวัดเลย,16.8395,101.9764
จังหวัดเลย,16.8411,101.9722
จังหวัดเลย,16.8452,101.9719
จังหวัดเลย,16.8434,101.9684
จังหวัดเลย,16.8457,101.9679
จังหวัดเลย,16.8459,101.9652
จังหวัดเลย,16.85,101.9647
จังหวัดเลย,16.8456,101.9589
จังหวัดเลย,16.8481,101.9568
จังหวัดเลย,16.8472,101.9547
จังหวัดเลย,16.8484,101.9489
จังหวัดเลย,16.8513,101.9462
จังหวัดเลย,16.8451,101.9467
จังหวัดเลย,16.8395,101.9508
จังหวัดเลย,16.8382,101.9441
จังหวัดเลย,16.8337,101.9383
จังหวัดเลย,16.8311,101.9308
จังหวัดเลย,16.8222,101.9203
จังหวัดเลย,16.8171,101.9104
จังหวัดเลย,16.8129,101.9071
จังหวัดเลย,16.811,101.9003
จังหวัดเลย,16.8106,101.8858
จังหวัดเลย,16.8083,101.8802
จังหวัดเลย,16.8013,101.8718
จังหวัดเลย,16.7923,101.8687
จังหวัดเลย,16.789,101.8633
จังหวัดเลย,16.7888,101.8573
จังหวัดเลย,16.7844,101.8503
จังหวัดเลย,16.7822,101.836
จังหวัดเลย,16.7776,101.831
จังหวัดเลย,16.7765,101.8216
จังหวัดเลย,16.771,101.813
จังหวัดเลย,16.7668,101.7979
จังหวัดเลย,16.7609,101.7874
จังหวัดเลย,16.7576,101.7757
จังหวัดเลย,16.7573,101.7687
จังหวัดเลย,16.7542,101.7627
จังหวัดเลย,16.7546,101.7524
จังหวัดเลย,16.7507,101.7281
จังหวัดเลย,16.7574,101.7189
จังหวัดเลย,16.7808,101.7054
จังหวัดเลย,16.7954,101.6877
จังหวัดเลย,16.8033,101.6959
จังหวัดเลย,16.8061,101.7023
จังหวัดเลย,16.7971,101.7201
จังหวัดเลย,16.8015,101.7204
จังหวัดเลย,16.8047,101.7226
จังหวัดเลย,16.8049,101.7204
จังหวัดเลย,16.8132,101.7192
จังหวัดเลย,16.8193,101.7096
จังหวัดเลย,16.8272,101.706
จังหวัดเลย,16.8256,101.7018
จังหวัดเลย,16.8309,101.6999
จังหวัดเลย,16.8333,101.6936
จังหวัดเลย,16.8394,101.6908
จังหวัดเลย,16.8437,101.6917
จังหวัดเลย,16.8456,101.6904
จังหวัดเลย,16.8428,101.6871
จังหวัดเลย,16.8447,101.6859
จังหวัดเลย,16.8514,101.6854
จังหวัดเลย,16.8538,101.6878
จังหวัดเลย,16.8559,101.6876
จังหวัดเลย,16.855,101.6814
จังหวัดเลย,16.8589,101.6793
จังหวัดเลย,16.8639,101.6784
จังหวัดเลย,16.8672,101.6818
จังหวัดเลย,16.8688,101.6805
จังหวัดเลย,16.8713,101.6838
จังหวัดเลย,16.8734,101.684
จังหวัดเลย,16.8778,101.683
จังหวัดเลย,16.8806,101.6795
จังหวัดเลย,16.8937,101.6825
จังหวัดเลย,16.8968,101.685
จังหวัดเลย,16.91,101.6834
จังหวัดเลย,16.9159,101.6865
จังหวัดเลย,16.9201,101.686
จังหวัดเลย,16.921,101.6897
จังหวัดเลย,16.9286,101.688
จังหวัดเลย,16.934,101.6908
จังหวัดเลย,16.9344,101.6839
จังหวัดเลย,16.9363,101.6797
จังหวัดเลย,16.9507,101.6733
จังหวัดเลย,16.9573,101.6739
จังหวัดเลย,16.9607,101.672
จังหวัดเลย,16.9662,101.6757
จังหวัดเลย,16.9747,101.6772
จังหวัดเลย,16.9809,101.6708
จังหวัดเลย,16.9853,101.6704
จังหวัดเลย,16.9954,101.6614
จังหวัดเลย,17.0053,101.6563
จังหวัดเลย,17.0116,101.6563
จังหวัดเลย,17.0165,101.6518
จังหวัดเลย,17.028,101.6467
จังหวัดเลย,17.0343,101.6472
จังหวัดเลย,17.0385,101.6508
จังหวัดเลย,17.0382,101.6455
จังหวัดเลย,17.0436,101.6383
จังหวัดเลย,17.0415,101.6349
จังหวัดเลย,17.0432,101.6308
จังหวัดเลย,17.036,101.6259
จังหวัดเลย,17.0257,101.6218
จังหวัดเลย,17.0229,101.6181
จังหวัดเลย,17.0186,101.617
จังหวัดเลย,17.0143,101.6183
จังหวัดเลย,17.0085,101.6148
จังหวัดเลย,17.0043,101.6142
จังหวัดเลย,16.9989,101.6103
จังหวัดเลย,16.9975,101.606
จังหวัดเลย,16.9988,101.6016
จังหวัดเลย,16.9947,101.597
จังหวัดเลย,16.9942,101.5884
จังหวัดเลย,16.9911,101.5854
จังหวัดเลย,16.9867,101.5844
จังหวัดเลย,16.9837,101.5784
จังหวัดเลย,16.9845,101.5695
จังหวัดเลย,16.9851,101.5672
จังหวัดเลย,16.9922,101.5617
จังหวัดเลย,16.9939,101.5519
จังหวัดเลย,16.9996,101.5483
จังหวัดเลย,17.0144,101.5453
จังหวัดเลย,17.0178,101.5424
จังหวัดเลย,17.0209,101.5363
จังหวัดเลย,17.0312,101.5376
จังหวัดเลย,17.0354,101.5364
จังหวัดเลย,17.0382,101.5326
จังหวัดเลย,17.0404,101.5325
จังหวัดเลย,17.0437,101.5356
จังหวัดเลย,17.052,101.5332
จังหวัดเลย,17.0534,101.5315
จังหวัดเลย,17.0531,101.5187
จังหวัดเลย,17.056,101.5149
จังหวัดเลย,17.0561,101.5107
จังหวัดเลย,17.0605,101.5098
จังหวัดเลย,17.0671,101.5034
จังหวัดเลย,17.072,101.4909
จังหวัดเลย,17.0748,101.4885
จังหวัดเลย,17.07,101.4838
จังหวัดเลย,17.0715,101.4814
จังหวัดเลย,17.0847,101.4786
จังหวัดเลย,17.0911,101.4721
จังหวัดเลย,17.0927,101.4611
จังหวัดเลย,17.0903,101.4585
จังหวัดเลย,17.0869,101.4581
จังหวัดเลย,17.0802,101.4469
จังหวัดเลย,17.0729,101.4422
จังหวัดเลย,17.071,101.4351
จังหวัดเลย,17.0719,101.4307
จังหวัดเลย,17.0792,101.4256
จังหวัดเลย,17.0818,101.4166
จังหวัดเลย,17.0917,101.4074
จังหวัดเลย,17.0923,101.4052
จังหวัดเลย,17.0874,101.3948
จังหวัดเลย,17.0814,101.3917
จังหวัดเลย,17.0786,101.3881
จังหวัดเลย,17.079,101.3835
จังหวัดเลย,17.0826,101.3778
จังหวัดเลย,17.0883,101.3747
จังหวัดเลย,17.0878,101.3678
จังหวัดเลย,17.0833,101.3626
จังหวัดเลย,17.0824,101.3581
จังหวัดเลย,17.0836,101.3536
จังหวัดเลย,17.0827,101.3481
จังหวัดเลย,17.0861,101.3454
จังหวัดเลย,17.0856,101.3432
จังหวัดเลย,17.072,101.3372
จังหวัดเลย,17.0704,101.3305
จังหวัดเลย,17.0717,101.3261
จังหวัดเลย,17.092,101.3124
จังหวัดเลย,17.0889,101.3013
จังหวัดเลย,17.0914,101.296
จังหวัดเลย,17.0866,101.291
จังหวัดเลย,17.0824,101.2831
จังหวัดเลย,17.0831,101.2809
จังหวัดเลย,17.0851,101.2802
จังหวัดเลย,17.0918,101.2812
จังหวัดเลย,17.0935,101.2798
จังหวัดเลย,17.0937,101.2753
จังหวัดเลย,17.0876,101.2685
จังหวัดเลย,17.0884,101.2618
จังหวัดเลย,17.101,101.2537
จังหวัดเลย,17.1113,101.236
จังหวัดเลย,17.1179,101.2353
จังหวัดเลย,17.1296,101.227
ลพบุรี,14.6617,100.5769
ลพบุรี,14.66,100.5752
ลพบุรี,14.6621,100.567
ลพบุรี,14.6588,100.5601
ลพบุรี,14.6598,100.5546
ลพบุรี,14.6622,100.5527
ลพบุรี,14.6648,100.554
ลพบุรี,14.6709,100.5501
ลพบุรี,14.6679,100.545
ลพบุรี,14.6677,100.5383
ลพบุรี,14.666,100.5376
ลพบุรี,14.6669,100.5313
ลพบุรี,14.6603,100.5156
ลพบุรี,14.6742,100.5105
ลพบุรี,14.6741,100.5153
ลพบุรี,14.6797,100.5167
ลพบุรี,14.68,100.5043
ลพบุรี,14.6846,100.5044
ลพบุรี,14.6876,100.5012
ลพบุรี,14.6972,100.4965
ลพบุรี,14.6958,100.4911
ลพบุรี,14.6971,100.4876
ลพบุรี,14.7015,100.478
ลพบุรี,14.7056,100.4748
ลพบุรี,14.7077,100.4705
ลพบุรี,14.7147,100.4698
ลพบุรี,14.7195,100.4711
ลพบุรี,14.7227,100.4764
ลพบุรี,14.7287,100.4749
ลพบุรี,14.7322,100.4791
ลพบุรี,14.7348,100.4781
ลพบุรี,14.7373,100.4793
ลพบุรี,14.7365,100.4838
ลพบุรี,14.738,100.4861
ลพบุรี,14.7433,100.4849
ลพบุรี,14.7471,100.4897
ลพบุรี,14.7552,100.4848
ลพบุรี,14.759,100.4754
ลพบุรี,14.7612,100.4739
ลพบุรี,14.7678,100.4733
ลพบุรี,14.7718,100.476
ลพบุรี,14.7804,100.4746
ลพบุรี,14.7863,100.4713
ลพบุรี,14.7945,100.4743
ลพบุรี,14.7988,100.4735
ลพบุรี,14.8049,100.4756
ลพบุรี,14.8146,100.4686
ลพบุรี,14.8207,100.4665
ลพบุรี,14.833,100.4668
ลพบุรี,14.8348,100.469
ลพบุรี,14.8435,100.4603
ลพบุรี,14.8555,100.4593
ลพบุรี,14.856,100.4501
ลพบุรี,14.8577,100.4475
ลพบุรี,14.8665,100.4459
ลพบุรี,14.8675,100.438
ลพบุรี,14.8701,100.4367
ลพบุรี,14.8785,100.4397
ลพบุรี,14.8831,100.4388
ลพบุรี,14.8884,100.4403
ลพบุรี,14.8909,100.4359
ลพบุรี,14.8979,100.4319
ลพบุรี,14.914,100.4324
ลพบุรี,14.9308,100.4268
ลพบุรี,14.9399,100.4491
ลพบุรี,14.9427,100.4505
ลพบุรี,14.9621,100.4542
ลพบุรี,14.9827,100.4516
ลพบุรี,14.9912,100.4487
ลพบุรี,14.9903,100.4548
ลพบุรี,15.0019,100.4647
ลพบุรี,15.0147,100.47
ลพบุรี,15.0271,100.4719
ลพบุรี,15.0305,100.4694
ลพบุรี,15.0341,100.4563
ลพบุรี,15.0392,100.4456
ลพบุรี,15.0559,100.4233
ลพบุรี,15.0892,100.4425
ลพบุรี,15.0953,100.4509
ลพบุรี,15.1128,100.4652
ลพบุรี,15.1143,100.4678
ลพบุรี,15.108,100.4746
ลพบุรี,15.115,100.4826
ลพบุรี,15.1205,100.4941
ลพบุรี,15.1265,100.5002
ลพบุรี,15.1296,100.5079
ลพบุรี,15.1332,100.5108
ลพบุรี,15.1442,100.5046
ลพบุรี,15.1556,100.5061
ลพบุรี,15.1675,100.514
ลพบุรี,15.1772,100.5273
ลพบุรี,15.1785,100.5317
ลพบุรี,15.1968,100.54
ลพบุรี,15.1978,100.542
ลพบุรี,15.1964,100.5445
ลพบุรี,15.2034,100.5526
ลพบุรี,15.2048,100.5568
ลพบุรี,15.2103,100.5608
ลพบุรี,15.2145,100.5618
ลพบุรี,15.2187,100.5691
ลพบุรี,15.2213,100.5687
ลพบุรี,15.2239,100.5877
ลพบุรี,15.2281,100.5926
ลพบุรี,15.2429,100.589
ลพบุรี,15.2443,100.5907
ลพบุรี,15.2501,100.5908
ลพบุรี,15.2579,100.5951
ลพบุรี,15.2663,100.5909
ลพบุรี,15.2658,100.5807
ลพบุรี,15.2675,100.5786
ลพบุรี,15.274,100.5803
ลพบุรี,15.2749,100.5835
ลพบุรี,15.2815,100.5856
ลพบุรี,15.2869,100.5923
ลพบุรี,15.2934,100.6129
ลพบุรี,15.3078,100.617
ลพบุรี,15.3141,100.6244
ลพบุรี,15.3176,100.6234
ลพบุรี,15.322,100.6303
ลพบุรี,15.3213,100.6355
ลพบุรี,15.3271,100.6356
ลพบุรี,15.3359,100.6301
ลพบุรี,15.3427,100.6304
ลพบุรี,15.3657,100.6361
ลพบุรี,15.3764,100.6408
ลพบุรี,15.3949,100.644
ลพบุรี,15.4026,100.6473
ลพบุรี,15.4067,100.6446
ลพบุรี,15.4102,100.6467
ลพบุรี,15.4153,100.6445
ลพบุรี,15.4185,100.6507
ลพบุรี,15.4245,100.6568
ลพบุรี,15.429,100.6657
ลพบุรี,15.431,100.6864
ลพบุรี,15.4402,100.6983
ลพบุรี,15.4403,100.712
ลพบุรี,15.4451,100.7165
ลพบุรี,15.4464,100.7343
ลพบุรี,15.4489,100.7366
ลพบุรี,15.4515,100.7495
ลพบุรี,15.4545,100.7543
ลพบุรี,15.4553,100.7594
ลพบุรี,15.4573,100.76
ลพบุรี,15.4583,100.7661
ลพบุรี,15.4645,100.7732
ลพบุรี,15.471,100.7706
ลพบุรี,15.48,100.7699
ลพบุรี,15.4853,100.7722
ลพบุรี,15.4955,100.7714
ลพบุรี,15.5012,100.7651
ลพบุรี,15.504,100.7531
ลพบุรี,15.5076,100.7522
ลพบุรี,15.5107,100.747
ลพบุรี,15.5123,100.7467
ลพบุรี,15.5138,100.7568
ลพบุรี,15.518,100.7609
ลพบุรี,15.5215,100.761
ลพบุรี,15.5204,100.7749
ลพบุรี,15.5236,100.7888
ลพบุรี,15.5193,100.7954
ลพบุรี,15.5098,100.7955
ลพบุรี,15.5012,100.8042
ลพบุรี,15.4878,100.81
ลพบุรี,15.4842,100.814
ลพบุรี,15.4848,100.8166
ลพบุรี,15.4789,100.8261
ลพบุรี,15.4795,100.8292
ลพบุรี,15.4779,100.8327
ลพบุรี,15.48,100.8396
ลพบุรี,15.4775,100.8441
ลพบุรี,15.473,100.8455
ลพบุรี,15.4703,100.854
ลพบุรี,15.4748,100.874
ลพบุรี,15.4738,100.8966
ลพบุรี,15.4634,100.9078
ลพบุรี,15.4645,100.9102
ลพบุรี,15.4606,100.9157
ลพบุรี,15.4638,100.9175
ลพบุรี,15.4564,100.9207
ลพบุรี,15.458,100.9256
ลพบุรี,15.457,100.9278
ลพบุรี,15.4533,100.9291
ลพบุรี,15.445,100.9494
ลพบุรี,15.442,100.9512
ลพบุรี,15.4344,100.9513
ลพบุรี,15.4194,100.9612
ลพบุรี,15.414,100.9708
ลพบุรี,15.4148,100.9767
ลพบุรี,15.4118,100.9797
ลพบุรี,15.3855,100.978
ลพบุรี,15.3818,100.9828
ลพบุรี,15.3787,100.9918
ลพบุรี,15.3723,100.9958
ลพบุรี,15.3633,101.0101
ลพบุรี,15.3526,101.0181
ลพบุรี,15.3394,101.0223
ลพบุรี,15.3376,101.0243
ลพบุรี,15.3352,101.0455
ลพบุรี,15.3361,101.0709
ลพบุรี,15.3455,101.077
ลพบุรี,15.3506,101.0929
ลพบุรี,15.3478,101.101
ลพบุรี,15.3356,101.1067
ลพบุรี,15.3344,101.1093
ลพบุรี,15.3351,101.1167
ลพบุรี,15.3299,101.1292
ลพบุรี,15.3264,101.1322
ลพบุรี,15.3248,101.1363
ลพบุรี,15.3235,101.1494
ลพบุรี,15.3248,101.1813
ลพบุรี,15.3283,101.1909
ลพบุรี,15.3266,101.1978
ลพบุรี,15.3186,101.2061
ลพบุรี,15.3247,101.2129
ลพบุรี,15.33,101.2149
ลพบุรี,15.3324,101.2135
ลพบุรี,15.3413,101.2253
ลพบุรี,15.3418,101.2329
ลพบุรี,15.3521,101.2491
ลพบุรี,15.3505,101.2541
ลพบุรี,15.3588,101.2699
ลพบุรี,15.3604,101.2774
ลพบุรี,15.3641,101.2816
ลพบุรี,15.3727,101.2864
ลพบุรี,15.3757,101.2955
ลพบุรี,15.3787,101.2995
ลพบุรี,15.3832,101.3011
ลพบุรี,15.3866,101.3066
ลพบุรี,15.3917,101.3065
ลพบุรี,15.3931,101.3043
ลพบุรี,15.4147,101.3063
ลพบุรี,15.4263,101.304
ลพบุรี,15.4288,101.3041
ลพบุรี,15.4333,101.3089
ลพบุรี,15.438,101.3034
ลพบุรี,15.444,101.3032
ลพบุรี,15.4457,101.3013
ลพบุรี,15.4543,101.2994
ลพบุรี,15.4594,101.3033
ลพบุรี,15.4658,101.3045
ลพบุรี,15.4713,101.3081
ลพบุรี,15.4819,101.3042
ลพบุรี,15.4888,101.3067
ลพบุรี,15.5001,101.3041
ลพบุรี,15.5067,101.3051
ลพบุรี,15.5127,101.3036
ลพบุรี,15.5175,101.3055
ลพบุรี,15.5219,101.3043
ลพบุรี,15.5242,101.3006
ลพบุรี,15.5252,101.2906
ลพบุรี,15.5328,101.2903
ลพบุรี,15.5365,101.292
ลพบุรี,15.5421,101.3044
ลพบุรี,15.5517,101.3089
ลพบุรี,15.5719,101.312
ลพบุรี,15.5732,101.3165
ลพบุรี,15.5724,101.3303
ลพบุรี,15.5771,101.3428
ลพบุรี,15.577,101.3526
ลพบุรี,15.5756,101.3553
ลพบุรี,15.5801,101.3625
ลพบุรี,15.5779,101.3719
ลพบุรี,15.5707,101.3713
ลพบุรี,15.5558,101.3747
ลพบุรี,15.5232,101.3765
ลพบุรี,15.5,101.3838
ลพบุรี,15.4828,101.3871
ลพบุรี,15.4639,101.3863
ลพบุรี,15.4317,101.3792
ลพบุรี,15.3891,101.3789
ลพบุรี,15.3865,101.3821
ลพบุรี,15.3801,101.3782
ลพบุรี,15.3745,101.3772
ลพบุรี,15.3627,101.3783
ลพบุรี,15.3574,101.3806
ลพบุรี,15.3526,101.3793
ลพบุรี,15.3463,101.3802
ลพบุรี,15.3445,101.3813
ลพบุรี,15.346,101.3856
ลพบุรี,15.3446,101.3864
ลพบุรี,15.3387,101.3819
ลพบุรี,15.3293,101.3867
ลพบุรี,15.3152,101.3834
ลพบุรี,15.2909,101.3818
ลพบุรี,15.2511,101.3856
ลพบุรี,15.2417,101.3876
ลพบุรี,15.2405,101.3898
ลพบุรี,15.2372,101.3869
ลพบุรี,15.2383,101.3818
ลพบุรี,15.2397,101.3779
ลพบุรี,15.243,101.3748
ลพบุรี,15.2426,101.3679
ลพบุรี,15.2469,101.368
ลพบุรี,15.2473,101.366
ลพบุรี,15.2511,101.3644
ลพบุรี,15.2501,101.3579
ลพบุรี,15.2379,101.3618
ลพบุรี,15.2344,101.3662
ลพบุรี,15.2289,101.3687
ลพบุรี,15.2233,101.3676
ลพบุรี,15.2223,101.3694
ลพบุรี,15.2132,101.3674
ลพบุรี,15.2054,101.3686
ลพบุรี,15.1984,101.3667
ลพบุรี,15.1907,101.3676
ลพบุรี,15.189,101.3757
ลพบุรี,15.1857,101.3767
ลพบุรี,15.1808,101.3755
ลพบุรี,15.1753,101.3826
ลพบุรี,15.167,101.3853
ลพบุรี,15.1645,101.3891
ลพบุรี,15.1559,101.3907
ลพบุรี,15.1501,101.3955
ลพบุรี,15.1439,101.3932
ลพบุรี,15.1345,101.3936
ลพบุรี,15.129,101.3913
ลพบุรี,15.1217,101.396
ลพบุรี,15.1057,101.4001
ลพบุรี,15.0997,101.401
ลพบุรี,15.0903,101.3992
ลพบุรี,15.0674,101.4024
ลพบุรี,15.0576,101.407
ลพบุรี,15.0551,101.4101
ลพบุรี,15.0444,101.4147
ลพบุรี,15.0408,101.4113
ลพบุรี,15.0412,101.4054
ลพบุรี,15.0359,101.401
ลพบุรี,15.0367,101.383
ลพบุรี,15.0381,101.3774
ลพบุรี,15.0448,101.3648
ลพบุรี,15.044,101.3633
ลพบุรี,15.0346,101.3591
ลพบุรี,15.0266,101.3528
ลพบุรี,15.0181,101.3525
ลพบุรี,15.0137,101.355
ลพบุรี,15.0058,101.3497
ลพบุรี,14.9991,101.3512
ลพบุรี,14.9924,101.3497
ลพบุรี,14.9895,101.346
ลพบุรี,14.9887,101.3384
ลพบุรี,14.9823,101.3344
ลพบุรี,14.977,101.3344
ลพบุรี,14.9729,101.3253
ลพบุรี,14.9704,101.3052
ลพบุรี,14.9729,101.2971
ลพบุรี,14.9736,101.2867
ลพบุรี,14.9699,101.279
ลพบุรี,14.9577,101.2798
ลพบุรี,14.9366,101.2771
ลพบุรี,14.927,101.273
ลพบุรี,14.92,101.2676
ลพบุรี,14.9179,101.2679
ลพบุรี,14.9116,101.2592
ลพบุรี,14.9111,101.2571
ลพบุรี,14.9147,101.2508
ลพบุรี,14.9142,101.2481
ลพบุรี,14.9177,101.2438
ลพบุรี,14.9387,101.237
ลพบุรี,14.9394,101.2351
ลพบุรี,14.9271,101.2315
ลพบุรี,14.9208,101.2265
ลพบุรี,14.9185,101.2202
ลพบุรี,14.9191,101.2156
ลพบุรี,14.9164,101.2104
ลพบุรี,14.9198,101.1944
ลพบุรี,14.9156,101.1883
ลพบุรี,14.9112,101.1768
ลพบุรี,14.9009,101.166
ลพบุรี,14.8962,101.1544
ลพบุรี,14.8959,101.1426
ลพบุรี,14.9004,101.1356
ลพบุรี,14.9018,101.1295
ลพบุรี,14.9008,101.1256
ลพบุรี,14.9036,101.1188
ลพบุรี,14.9025,101.1167
ลพบุรี,14.9067,101.1014
ลพบุรี,14.9046,101.0948
ลพบุรี,14.9003,101.0922
ลพบุรี,14.8911,101.0918
ลพบุรี,14.8909,101.0892
ลพบุรี,14.8865,101.0876
ลพบุรี,14.8808,101.0775
ลพบุรี,14.8775,101.0754
ลพบุรี,14.8691,101.0845
ลพบุรี,14.8649,101.0804
ลพบุรี,14.8615,101.0856
ลพบุรี,14.8459,101.091
ลพบุรี,14.8426,101.0849
ลพบุรี,14.844,101.0834
ลพบุรี,14.8479,101.0848
ลพบุรี,14.8499,101.081
ลพบุรี,14.847,101.0772
ลพบุรี,14.8428,101.076
ลพบุรี,14.8425,101.0707
ลพบุรี,14.8389,101.0671
ลพบุรี,14.8308,101.0683
ลพบุรี,14.8298,101.0706
ลพบุรี,14.8332,101.0772
ลพบุรี,14.8336,101.0825
ลพบุรี,14.832,101.0888
ลพบุรี,14.8294,101.0903
ลพบุรี,14.8187,101.0807
ลพบุรี,14.8155,101.0797
ลพบุรี,14.8115,101.0812
ลพบุรี,14.8093,101.0789
ลพบุรี,14.8097,101.077
ลพบุรี,14.814,101.0745
ลพบุรี,14.8129,101.0704
ลพบุรี,14.8044,101.0697
ลพบุรี,14.7902,101.0742
ลพบุรี,14.7913,101.0664
ลพบุรี,14.7899,101.064
ลพบุรี,14.7831,101.0643
ลพบุรี,14.7831,101.0573
ลพบุรี,14.7913,101.0519
ลพบุรี,14.7935,101.0462
ลพบุรี,14.807,101.0297
ลพบุรี,14.8095,101.0238
ลพบุรี,14.8115,101.0253
ลพบุรี,14.8187,101.0198
ลพบุรี,14.8233,101.0127
ลพบุรี,14.8233,101.0098
ลพบุรี,14.8283,101.0081
ลพบุรี,14.8285,101.0025
ลพบุรี,14.8315,100.9978
ลพบุรี,14.8283,100.988
ลพบุรี,14.8297,100.9855
ลพบุรี,14.8267,100.9783
ลพบุรี,14.8317,100.9701
ลพบุรี,14.8309,100.9677
ลพบุรี,14.8268,100.9602
ลพบุรี,14.8189,100.9561
ลพบุรี,14.803,100.9601
ลพบุรี,14.7811,100.9565
ลพบุรี,14.767,100.9588
ลพบุรี,14.756,100.9722
ลพบุรี,14.7521,100.9682
ลพบุรี,14.7448,100.9648
ลพบุรี,14.7453,100.9563
ลพบุรี,14.7401,100.9453
ลพบุรี,14.7437,100.9336
ลพบุรี,14.7492,100.9319
ลพบุรี,14.7544,100.9149
ลพบุรี,14.7594,100.9083
ลพบุรี,14.7657,100.9059
ลพบุรี,14.7681,100.9021
ลพบุรี,14.7679,100.896
ลพบุรี,14.7709,100.8898
ลพบุรี,14.7632,100.8852
ลพบุรี,14.7615,100.873
ลพบุรี,14.7703,100.8639
ลพบุรี,14.7825,100.8608
ลพบุรี,14.7868,100.8501
ลพบุรี,14.7898,100.8467
ลพบุรี,14.8009,100.8411
ลพบุรี,14.8024,100.8387
ลพบุรี,14.803,100.8123
ลพบุรี,14.7945,100.8072
ลพบุรี,14.7939,100.7926
ลพบุรี,14.7924,100.7907
ลพบุรี,14.7958,100.7675
ลพบุรี,14.799,100.7604
ลพบุรี,14.8062,100.7539
ลพบุรี,14.8067,100.7514
ลพบุรี,14.8034,100.7448
ลพบุรี,14.7965,100.7428
ลพบุรี,14.7791,100.7419
ลพบุรี,14.7567,100.725
ลพบุรี,14.748,100.7122
ลพบุรี,14.7487,100.6965
ลพบุรี,14.7503,100.6931
ลพบุรี,14.7457,100.6862
ลพบุรี,14.7371,100.685
ลพบุรี,14.7303,100.6706
ลพบุรี,14.7142,100.657
ลพบุรี,14.7151,100.629
ลพบุรี,14.7167,100.6206
ลพบุรี,14.7208,100.6208
ลพบุรี,14.7208,100.6172
ลพบุรี,14.7226,100.6149
ลพบุรี,14.7225,100.6076
ลพบุรี,14.7187,100.6068
ลพบุรี,14.7172,100.6038
ลพบุรี,14.7107,100.6065
ลพบุรี,14.7036,100.6107
ลพบุรี,14.7001,100.6154
ลพบุรี,14.6771,100.6276
ลพบุรี,14.6632,100.6165
ลพบุรี,14.6537,100.6039
ลพบุรี,14.664,100.5836
ลพบุรี,14.6617,100.5769
จังหวัดแม่ฮ่องสอน,17.9185,98.0163
จังหวัดแม่ฮ่องสอน,17.9236,98.0127
จังหวัดแม่ฮ่องสอน,17.9198,98.0113
จังหวัดแม่ฮ่องสอน,17.9069,98.012
จังหวัดแม่ฮ่องสอน,17.9014,98.0098
จังหวัดแม่ฮ่องสอน,17.8928,98.012
จังหวัดแม่ฮ่องสอน,17.8904,98.0179
จังหวัดแม่ฮ่องสอน,17.8873,98.0211
จังหวัดแม่ฮ่องสอน,17.8887,98.0263
จังหวัดแม่ฮ่องสอน,17.8758,98.0312
จังหวัดแม่ฮ่องสอน,17.8741,98.0331
จังหวัดแม่ฮ่องสอน,17.8682,98.0461
จังหวัดแม่ฮ่องสอน,17.868,98.0549
จังหวัดแม่ฮ่องสอน,17.8584,98.0594
จังหวัดแม่ฮ่องสอน,17.8523,98.0691
จังหวัดแม่ฮ่องสอน,17.8263,98.0751
จังหวัดแม่ฮ่องสอน,17.8125,98.0869
จังหวัดแม่ฮ่องสอน,17.807,98.0892
จังหวัดแม่ฮ่องสอน,17.7929,98.1109
จังหวัดแม่ฮ่องสอน,17.7959,98.1157
จังหวัดแม่ฮ่องสอน,17.7941,98.1339
จังหวัดแม่ฮ่องสอน,17.783,98.1402
จังหวัดแม่ฮ่องสอน,17.7754,98.1478
จังหวัดแม่ฮ่องสอน,17.761,98.1424
จังหวัดแม่ฮ่องสอน,17.7574,98.1366
จังหวัดแม่ฮ่องสอน,17.7471,98.1422
จังหวัดแม่ฮ่องสอน,17.7444,98.1491
จังหวัดแม่ฮ่องสอน,17.7336,98.1512
จังหวัดแม่ฮ่องสอน,17.7287,98.1541
จังหวัดแม่ฮ่องสอน,17.7205,98.1511
จังหวัดแม่ฮ่องสอน,17.6989,98.1519
จังหวัดแม่ฮ่องสอน,17.6893,98.1464
จังหวัดแม่ฮ่องสอน,17.6804,98.1461
จังหวัดแม่ฮ่องสอน,17.6756,98.1404
จังหวัดแม่ฮ่องสอน,17.6701,98.1384
จังหวัดแม่ฮ่องสอน,17.6652,98.1343
จังหวัดแม่ฮ่องสอน,17.6639,98.1306
จังหวัดแม่ฮ่องสอน,17.6576,98.1259
จังหวัดแม่ฮ่องสอน,17.6532,98.1172
จังหวัดแม่ฮ่องสอน,17.6488,98.114
จังหวัดแม่ฮ่องสอน,17.6494,98.11
จังหวัดแม่ฮ่องสอน,17.6475,98.1066
จังหวัดแม่ฮ่องสอน,17.6455,98.1061
จังหวัดแม่ฮ่องสอน,17.6416,98.0993
จังหวัดแม่ฮ่องสอน,17.6366,98.0967
จังหวัดแม่ฮ่องสอน,17.6355,98.0945
จังหวัดแม่ฮ่องสอน,17.6355,98.0878
จังหวัดแม่ฮ่องสอน,17.6441,98.0746
จังหวัดแม่ฮ่องสอน,17.6464,98.0735
